,machine_id,mem_util_percent,label
2018-01-03 11:20:00,m_1935,93.0,Normal
2018-01-03 11:25:00,m_1935,94.66666666666669,Normal
2018-01-03 11:30:00,m_1935,93.0,Normal
2018-01-03 11:35:00,m_1935,94.0,Normal
2018-01-03 11:40:00,m_1935,94.0,Normal
2018-01-03 11:45:00,m_1935,92.0,Normal
2018-01-03 11:50:00,m_1935,93.0,Normal
2018-01-03 11:55:00,m_1935,94.0,Normal
2018-01-03 12:00:00,m_1935,95.5,Normal
2018-01-03 12:05:00,m_1935,94.0,Normal
2018-01-03 12:10:00,m_1935,93.5,Normal
2018-01-03 12:15:00,m_1935,94.0,Normal
2018-01-03 12:20:00,m_1935,93.75,Normal
2018-01-03 12:25:00,m_1935,92.0,Normal
2018-01-03 12:30:00,m_1935,92.33333333333331,Normal
2018-01-03 12:35:00,m_1935,93.0,Normal
2018-01-03 12:40:00,m_1935,92.5,Normal
2018-01-03 12:45:00,m_1935,94.66666666666669,Normal
2018-01-03 12:50:00,m_1935,95.0,Normal
2018-01-03 12:55:00,m_1935,94.8,Normal
2018-01-03 13:00:00,m_1935,97.0,Normal
2018-01-03 13:05:00,m_1935,94.5,Normal
2018-01-03 13:10:00,m_1935,92.85714285714286,Normal
2018-01-03 13:15:00,m_1935,93.0,Normal
2018-01-03 13:20:00,m_1935,90.5,Normal
2018-01-03 13:25:00,m_1935,91.5,Normal
2018-01-03 13:30:00,m_1935,93.5,Normal
2018-01-03 13:35:00,m_1935,94.55555555555556,Normal
2018-01-03 13:40:00,m_1935,94.0,Normal
2018-01-03 13:45:00,m_1935,93.5,Normal
2018-01-03 13:50:00,m_1935,92.5,Normal
2018-01-03 13:55:00,m_1935,93.0,Normal
2018-01-03 14:00:00,m_1935,93.66666666666669,Normal
2018-01-03 14:05:00,m_1935,92.25,Normal
2018-01-03 14:10:00,m_1935,92.33333333333331,Normal
2018-01-03 14:15:00,m_1935,93.4,Normal
2018-01-03 14:20:00,m_1935,93.33333333333331,Normal
2018-01-03 14:25:00,m_1935,94.25,Normal
2018-01-03 14:30:00,m_1935,94.25,Normal
2018-01-03 14:35:00,m_1935,95.6,Normal
2018-01-03 14:40:00,m_1935,94.8,Normal
2018-01-03 14:45:00,m_1935,94.0,Normal
2018-01-03 14:50:00,m_1935,94.0,Normal
2018-01-03 15:00:00,m_1935,96.25,Normal
2018-01-03 15:05:00,m_1935,96.25,Normal
2018-01-03 15:10:00,m_1935,97.0,Normal
2018-01-03 15:15:00,m_1935,94.0,Normal
2018-01-03 15:20:00,m_1935,95.33333333333331,Normal
2018-01-03 15:25:00,m_1935,94.0,Normal
2018-01-03 15:30:00,m_1935,94.5,Normal
2018-01-03 15:35:00,m_1935,94.0,Normal
2018-01-03 15:40:00,m_1935,95.0,Normal
2018-01-03 15:45:00,m_1935,96.66666666666669,Normal
2018-01-03 15:50:00,m_1935,96.0,Normal
2018-01-03 15:55:00,m_1935,93.66666666666669,Normal
2018-01-03 16:00:00,m_1935,93.33333333333331,Normal
2018-01-03 16:05:00,m_1935,94.4,Normal
2018-01-03 16:10:00,m_1935,95.0,Normal
2018-01-03 16:15:00,m_1935,95.0,Normal
2018-01-03 16:20:00,m_1935,95.0,Normal
2018-01-03 16:25:00,m_1935,94.0,Normal
2018-01-03 16:30:00,m_1935,94.66666666666669,Normal
2018-01-03 16:35:00,m_1935,94.83333333333331,Normal
2018-01-03 16:40:00,m_1935,95.5,Normal
2018-01-03 16:45:00,m_1935,96.0,Normal
2018-01-03 16:50:00,m_1935,93.5,Normal
2018-01-03 16:55:00,m_1935,94.2,Normal
2018-01-03 17:00:00,m_1935,96.0,Normal
2018-01-03 17:05:00,m_1935,92.8,Normal
2018-01-03 17:10:00,m_1935,94.0,Normal
2018-01-03 17:15:00,m_1935,93.0,Normal
2018-01-03 17:20:00,m_1935,94.0,Normal
2018-01-03 17:25:00,m_1935,93.0,Normal
2018-01-03 17:30:00,m_1935,93.33333333333331,Normal
2018-01-03 17:35:00,m_1935,93.0,Normal
2018-01-03 17:40:00,m_1935,94.0,Normal
2018-01-03 17:45:00,m_1935,96.0,Normal
2018-01-03 17:50:00,m_1935,95.5,Normal
2018-01-03 17:55:00,m_1935,95.4,Normal
2018-01-03 18:00:00,m_1935,96.0,Normal
2018-01-03 18:05:00,m_1935,96.25,Normal
2018-01-03 18:10:00,m_1935,96.0,Normal
2018-01-03 18:15:00,m_1935,96.0,Normal
2018-01-03 18:20:00,m_1935,96.5,Normal
2018-01-03 18:25:00,m_1935,95.5,Normal
2018-01-03 18:30:00,m_1935,96.0,Normal
2018-01-03 18:35:00,m_1935,96.0,Normal
2018-01-03 18:40:00,m_1935,96.0,Normal
2018-01-03 18:45:00,m_1935,96.0,Normal
2018-01-03 18:50:00,m_1935,97.0,Normal
2018-01-03 18:55:00,m_1935,96.6,Normal
2018-01-03 19:05:00,m_1935,95.85714285714286,Normal
2018-01-03 19:10:00,m_1935,94.5,Normal
2018-01-03 19:15:00,m_1935,93.6,Normal
2018-01-03 19:20:00,m_1935,93.0,Normal
2018-01-03 19:25:00,m_1935,93.33333333333331,Normal
2018-01-03 19:30:00,m_1935,94.0,Normal
2018-01-03 19:35:00,m_1935,94.66666666666669,Normal
2018-01-03 19:40:00,m_1935,91.0,Normal
2018-01-03 19:45:00,m_1935,93.5,Normal
2018-01-03 19:50:00,m_1935,95.0,Normal
2018-01-03 19:55:00,m_1935,93.14285714285714,Normal
2018-01-03 20:00:00,m_1935,93.0,Normal
2018-01-03 20:05:00,m_1935,93.0,Normal
2018-01-03 20:10:00,m_1935,94.5,Normal
2018-01-03 20:15:00,m_1935,92.5,Normal
2018-01-03 20:20:00,m_1935,91.25,Normal
2018-01-03 20:25:00,m_1935,93.0,Normal
2018-01-03 20:30:00,m_1935,91.5,Normal
2018-01-03 20:35:00,m_1935,90.0,Normal
2018-01-03 20:40:00,m_1935,93.33333333333331,Normal
2018-01-03 20:45:00,m_1935,91.5,Normal
2018-01-03 20:50:00,m_1935,91.6,Normal
2018-01-03 20:55:00,m_1935,92.0,Normal
2018-01-03 21:00:00,m_1935,94.66666666666669,Normal
2018-01-03 21:05:00,m_1935,94.0,Normal
2018-01-03 21:10:00,m_1935,93.5,Normal
2018-01-03 21:15:00,m_1935,94.0,Normal
2018-01-03 21:20:00,m_1935,95.33333333333331,Normal
2018-01-03 21:25:00,m_1935,93.0,Normal
2018-01-03 21:30:00,m_1935,94.5,Normal
2018-01-03 21:35:00,m_1935,95.0,Normal
2018-01-03 21:45:00,m_1935,95.0,Normal
2018-01-03 22:00:00,m_1935,96.75,Normal
2018-01-03 22:05:00,m_1935,93.5,Normal
2018-01-03 22:10:00,m_1935,91.66666666666669,Normal
2018-01-03 22:15:00,m_1935,92.0,Normal
2018-01-03 22:20:00,m_1935,92.0,Normal
2018-01-03 22:25:00,m_1935,92.0,Normal
2018-01-03 22:30:00,m_1935,92.33333333333331,Normal
2018-01-03 22:35:00,m_1935,92.75,Normal
2018-01-03 22:40:00,m_1935,94.0,Normal
2018-01-03 22:45:00,m_1935,95.0,Normal
2018-01-03 22:50:00,m_1935,92.25,Normal
2018-01-03 22:55:00,m_1935,92.66666666666669,Normal
2018-01-03 23:00:00,m_1935,95.0,Normal
2018-01-03 23:05:00,m_1935,96.25,Normal
2018-01-03 23:10:00,m_1935,93.66666666666669,Normal
2018-01-03 23:15:00,m_1935,94.0,Normal
2018-01-03 23:20:00,m_1935,94.66666666666669,Normal
2018-01-03 23:25:00,m_1935,94.0,Normal
2018-01-03 23:30:00,m_1935,93.5,Normal
2018-01-03 23:35:00,m_1935,95.0,Normal
2018-01-03 23:40:00,m_1935,95.0,Normal
2018-01-03 23:45:00,m_1935,94.71428571428572,Normal
2018-01-03 23:50:00,m_1935,95.0,Normal
2018-01-03 23:55:00,m_1935,96.0,Normal
2018-01-04 00:00:00,m_1935,96.0,Normal
2018-01-04 00:05:00,m_1935,96.25,Normal
2018-01-04 00:10:00,m_1935,92.0,Normal
2018-01-04 00:15:00,m_1935,92.8,Normal
2018-01-04 00:20:00,m_1935,94.0,Normal
2018-01-04 00:25:00,m_1935,95.0,Normal
2018-01-04 00:30:00,m_1935,91.4,Normal
2018-01-04 00:35:00,m_1935,87.0,Normal
2018-01-04 00:40:00,m_1935,88.33333333333331,Normal
2018-01-04 00:45:00,m_1935,90.0,Normal
2018-01-04 00:50:00,m_1935,86.66666666666669,Normal
2018-01-04 00:55:00,m_1935,87.0,Normal
2018-01-04 01:00:00,m_1935,95.0,Normal
2018-01-04 01:05:00,m_1935,91.33333333333331,Normal
2018-01-04 01:10:00,m_1935,87.5,Normal
2018-01-04 01:15:00,m_1935,88.4,Normal
2018-01-04 01:20:00,m_1935,90.66666666666669,Normal
2018-01-04 01:25:00,m_1935,91.33333333333331,Normal
2018-01-04 01:30:00,m_1935,92.5,Normal
2018-01-04 01:35:00,m_1935,91.0,Normal
2018-01-04 01:40:00,m_1935,92.83333333333331,Normal
2018-01-04 01:45:00,m_1935,89.33333333333331,Normal
2018-01-04 01:50:00,m_1935,90.5,Normal
2018-01-04 01:55:00,m_1935,88.33333333333331,Normal
2018-01-04 02:00:00,m_1935,90.5,Normal
2018-01-04 02:05:00,m_1935,90.5,Normal
2018-01-04 02:10:00,m_1935,90.5,Normal
2018-01-04 02:15:00,m_1935,91.5,Normal
2018-01-04 02:20:00,m_1935,91.0,Normal
2018-01-04 02:25:00,m_1935,89.5,Normal
2018-01-04 02:30:00,m_1935,91.33333333333331,Normal
2018-01-04 02:35:00,m_1935,92.66666666666669,Normal
2018-01-04 02:40:00,m_1935,90.0,Normal
2018-01-04 02:45:00,m_1935,89.66666666666669,Normal
2018-01-04 02:50:00,m_1935,88.66666666666669,Normal
2018-01-04 02:55:00,m_1935,88.66666666666669,Normal
2018-01-04 03:00:00,m_1935,90.5,Normal
2018-01-04 03:05:00,m_1935,94.0,Normal
2018-01-04 03:10:00,m_1935,95.33333333333331,Normal
2018-01-04 03:15:00,m_1935,92.75,Normal
2018-01-04 03:20:00,m_1935,95.0,Normal
2018-01-04 03:25:00,m_1935,96.0,Normal
2018-01-04 03:30:00,m_1935,96.0,Normal
2018-01-04 03:35:00,m_1935,94.33333333333331,Normal
2018-01-04 03:40:00,m_1935,91.6,Normal
2018-01-04 03:45:00,m_1935,93.33333333333331,Normal
2018-01-04 03:50:00,m_1935,92.0,Normal
2018-01-04 03:55:00,m_1935,94.0,Normal
2018-01-04 04:00:00,m_1935,96.5,Normal
2018-01-04 04:05:00,m_1935,92.25,Normal
2018-01-04 04:10:00,m_1935,93.33333333333331,Normal
2018-01-04 04:15:00,m_1935,89.4,Normal
2018-01-04 04:20:00,m_1935,90.0,Normal
2018-01-04 04:25:00,m_1935,91.25,Normal
2018-01-04 04:30:00,m_1935,88.66666666666669,Normal
2018-01-04 04:35:00,m_1935,89.66666666666669,Normal
2018-01-04 04:40:00,m_1935,92.66666666666669,Normal
2018-01-04 04:45:00,m_1935,93.0,Normal
2018-01-04 04:50:00,m_1935,93.0,Normal
2018-01-04 04:55:00,m_1935,92.33333333333331,Normal
2018-01-04 05:00:00,m_1935,92.0,Normal
2018-01-04 05:05:00,m_1935,93.5,Normal
2018-01-04 05:15:00,m_1935,93.75,Normal
2018-01-04 05:20:00,m_1935,94.0,Normal
2018-01-04 05:25:00,m_1935,95.0,Normal
2018-01-04 05:30:00,m_1935,95.75,Normal
2018-01-04 05:35:00,m_1935,95.0,Normal
2018-01-04 05:40:00,m_1935,93.5,Normal
2018-01-04 05:45:00,m_1935,94.25,Normal
2018-01-04 05:50:00,m_1935,95.66666666666669,Normal
2018-01-04 05:55:00,m_1935,95.0,Normal
2018-01-04 06:00:00,m_1935,96.33333333333331,Normal
2018-01-04 06:05:00,m_1935,95.75,Normal
2018-01-04 06:10:00,m_1935,90.6,Normal
2018-01-04 06:20:00,m_1935,88.0,Normal
2018-01-04 06:25:00,m_1935,92.33333333333331,Normal
2018-01-04 06:30:00,m_1935,94.0,Normal
2018-01-04 06:40:00,m_1935,93.4,Normal
2018-01-04 06:45:00,m_1935,94.25,Normal
2018-01-04 06:50:00,m_1935,93.75,Normal
2018-01-04 06:55:00,m_1935,87.0,Normal
2018-01-04 07:00:00,m_1935,88.0,Normal
2018-01-04 07:05:00,m_1935,87.5,Normal
2018-01-04 07:10:00,m_1935,88.5,Normal
2018-01-04 07:15:00,m_1935,91.66666666666669,Normal
2018-01-04 07:20:00,m_1935,90.4,Normal
2018-01-04 07:25:00,m_1935,86.33333333333331,Normal
2018-01-04 07:30:00,m_1935,88.2,Normal
2018-01-04 07:35:00,m_1935,89.25,Normal
2018-01-04 07:40:00,m_1935,86.66666666666669,Normal
2018-01-04 07:45:00,m_1935,87.2,Normal
2018-01-04 07:50:00,m_1935,86.2857142857143,Normal
2018-01-04 07:55:00,m_1935,87.33333333333331,Normal
2018-01-04 08:00:00,m_1935,89.66666666666669,Normal
2018-01-04 08:05:00,m_1935,90.33333333333331,Normal
2018-01-04 08:10:00,m_1935,88.5,Normal
2018-01-04 08:15:00,m_1935,91.25,Normal
2018-01-04 08:20:00,m_1935,85.33333333333333,Normal
2018-01-04 08:25:00,m_1935,87.0,Normal
2018-01-04 08:30:00,m_1935,86.0,Normal
2018-01-04 08:35:00,m_1935,86.25,Normal
2018-01-04 08:40:00,m_1935,90.5,Normal
2018-01-04 08:45:00,m_1935,90.0,Normal
2018-01-04 08:50:00,m_1935,90.66666666666669,Normal
2018-01-04 08:55:00,m_1935,89.25,Normal
2018-01-04 09:00:00,m_1935,94.0,Normal
2018-01-04 09:05:00,m_1935,96.33333333333331,Normal
2018-01-04 09:10:00,m_1935,89.0,Normal
2018-01-04 09:15:00,m_1935,87.33333333333331,Normal
2018-01-04 09:20:00,m_1935,87.83333333333331,Normal
2018-01-04 09:30:00,m_1935,90.5,Normal
2018-01-04 09:35:00,m_1935,88.0,Normal
2018-01-04 09:40:00,m_1935,87.25,Normal
2018-01-04 09:45:00,m_1935,87.5,Normal
2018-01-04 09:50:00,m_1935,87.75,Normal
2018-01-04 09:55:00,m_1935,88.5,Normal
2018-01-04 10:00:00,m_1935,91.5,Normal
2018-01-04 10:05:00,m_1935,91.16666666666669,Normal
2018-01-04 10:10:00,m_1935,90.33333333333331,Normal
2018-01-04 10:15:00,m_1935,88.75,Normal
2018-01-04 10:20:00,m_1935,88.5,Normal
2018-01-04 10:25:00,m_1935,88.0,Normal
2018-01-04 10:30:00,m_1935,88.33333333333331,Normal
2018-01-04 10:35:00,m_1935,89.0,Normal
2018-01-04 10:40:00,m_1935,91.0,Normal
2018-01-04 10:45:00,m_1935,93.25,Normal
2018-01-04 10:50:00,m_1935,94.5,Normal
2018-01-04 10:55:00,m_1935,92.0,Normal
2018-01-04 11:00:00,m_1935,95.0,Normal
2018-01-04 11:05:00,m_1935,92.66666666666669,Normal
2018-01-04 11:10:00,m_1935,93.16666666666669,Normal
2018-01-04 11:15:00,m_1935,95.0,Normal
2018-01-04 11:20:00,m_1935,93.0,Normal
2018-01-04 11:25:00,m_1935,93.0,Normal
2018-01-04 11:30:00,m_1935,92.33333333333331,Normal
2018-01-04 11:35:00,m_1935,93.0,Normal
2018-01-04 11:40:00,m_1935,95.83333333333331,Normal
2018-01-04 11:45:00,m_1935,97.0,Normal
2018-01-04 11:50:00,m_1935,94.5,Normal
2018-01-04 11:55:00,m_1935,92.0,Normal
2018-01-04 12:00:00,m_1935,94.0,Normal
2018-01-04 12:05:00,m_1935,96.25,Normal
2018-01-04 12:10:00,m_1935,95.66666666666669,Normal
2018-01-04 12:15:00,m_1935,94.25,Normal
2018-01-04 12:20:00,m_1935,92.75,Normal
2018-01-04 12:25:00,m_1935,93.33333333333331,Normal
2018-01-04 12:30:00,m_1935,94.0,Normal
2018-01-04 12:35:00,m_1935,89.0,Normal
2018-01-04 12:40:00,m_1935,92.16666666666669,Normal
2018-01-04 12:45:00,m_1935,95.0,Normal
2018-01-04 12:50:00,m_1935,93.5,Normal
2018-01-04 12:55:00,m_1935,90.0,Normal
2018-01-04 13:00:00,m_1935,89.66666666666669,Normal
2018-01-04 13:05:00,m_1935,89.25,Normal
2018-01-04 13:20:00,m_1935,91.6,Normal
2018-01-04 13:25:00,m_1935,90.5,Normal
2018-01-04 13:30:00,m_1935,91.0,Normal
2018-01-04 13:35:00,m_1935,92.66666666666669,Normal
2018-01-04 13:40:00,m_1935,91.66666666666669,Normal
2018-01-04 13:45:00,m_1935,93.5,Normal
2018-01-04 13:50:00,m_1935,95.0,Normal
2018-01-04 13:55:00,m_1935,95.0,Normal
2018-01-04 14:00:00,m_1935,96.66666666666669,Normal
2018-01-04 14:05:00,m_1935,97.0,Normal
2018-01-04 14:10:00,m_1935,95.0,Normal
2018-01-04 14:15:00,m_1935,93.5,Normal
2018-01-04 14:20:00,m_1935,90.5,Normal
2018-01-04 14:25:00,m_1935,93.16666666666669,Normal
2018-01-04 14:30:00,m_1935,93.0,Normal
2018-01-04 14:35:00,m_1935,92.66666666666669,Normal
2018-01-04 14:40:00,m_1935,90.0,Normal
2018-01-04 14:45:00,m_1935,89.5,Normal
2018-01-04 14:50:00,m_1935,91.0,Normal
2018-01-04 14:55:00,m_1935,93.0,Normal
2018-01-04 15:00:00,m_1935,94.6,Normal
2018-01-04 15:05:00,m_1935,94.5,Normal
2018-01-04 15:10:00,m_1935,94.0,Normal
2018-01-04 15:15:00,m_1935,94.5,Normal
2018-01-04 15:20:00,m_1935,93.0,Normal
2018-01-04 15:25:00,m_1935,94.0,Normal
2018-01-04 15:30:00,m_1935,93.8,Normal
2018-01-04 15:35:00,m_1935,93.75,Normal
2018-01-04 15:40:00,m_1935,94.0,Normal
2018-01-04 15:45:00,m_1935,94.2,Normal
2018-01-04 15:50:00,m_1935,95.0,Normal
2018-01-04 15:55:00,m_1935,96.0,Normal
2018-01-04 16:00:00,m_1935,93.5,Normal
2018-01-04 16:05:00,m_1935,91.66666666666669,Normal
2018-01-04 16:10:00,m_1935,92.0,Normal
2018-01-04 16:15:00,m_1935,92.5,Normal
2018-01-04 16:20:00,m_1935,93.0,Normal
2018-01-04 16:25:00,m_1935,93.0,Normal
2018-01-04 16:30:00,m_1935,93.0,Normal
2018-01-04 16:35:00,m_1935,92.0,Normal
2018-01-04 16:40:00,m_1935,93.0,Normal
2018-01-04 16:45:00,m_1935,93.0,Normal
2018-01-04 16:50:00,m_1935,95.0,Normal
2018-01-04 16:55:00,m_1935,93.5,Normal
2018-01-04 17:00:00,m_1935,93.8,Normal
2018-01-04 17:05:00,m_1935,96.5,Normal
2018-01-04 17:10:00,m_1935,93.25,Normal
2018-01-04 17:15:00,m_1935,96.0,Normal
2018-01-04 17:20:00,m_1935,95.71428571428572,Normal
2018-01-04 17:25:00,m_1935,95.0,Normal
2018-01-04 17:30:00,m_1935,93.33333333333331,Normal
2018-01-04 17:35:00,m_1935,93.33333333333331,Normal
2018-01-04 17:40:00,m_1935,94.0,Normal
2018-01-04 17:45:00,m_1935,94.0,Normal
2018-01-04 17:50:00,m_1935,93.5,Normal
2018-01-04 17:55:00,m_1935,95.0,Normal
2018-01-04 18:00:00,m_1935,96.5,Normal
2018-01-04 18:05:00,m_1935,93.33333333333331,Normal
2018-01-04 18:10:00,m_1935,95.33333333333331,Normal
2018-01-04 18:15:00,m_1935,96.0,Normal
2018-01-04 18:20:00,m_1935,94.5,Normal
2018-01-04 18:25:00,m_1935,94.25,Normal
2018-01-04 18:30:00,m_1935,93.6,Normal
2018-01-04 18:35:00,m_1935,93.0,Normal
2018-01-04 18:40:00,m_1935,93.5,Normal
2018-01-04 18:45:00,m_1935,93.0,Normal
2018-01-04 18:50:00,m_1935,93.88888888888887,Normal
2018-01-04 18:55:00,m_1935,92.5,Normal
2018-01-04 19:00:00,m_1935,93.75,Normal
2018-01-04 19:05:00,m_1935,94.85714285714286,Normal
2018-01-04 19:10:00,m_1935,94.25,Normal
2018-01-04 19:15:00,m_1935,94.0,Normal
2018-01-04 19:20:00,m_1935,94.6,Normal
2018-01-04 19:25:00,m_1935,93.5,Normal
2018-01-04 19:30:00,m_1935,95.0,Normal
2018-01-04 19:35:00,m_1935,96.0,Normal
2018-01-04 19:40:00,m_1935,93.25,Normal
2018-01-04 19:45:00,m_1935,94.16666666666669,Normal
2018-01-04 19:50:00,m_1935,95.16666666666669,Normal
2018-01-04 19:55:00,m_1935,91.25,Normal
2018-01-04 20:00:00,m_1935,89.0,Normal
2018-01-04 20:05:00,m_1935,90.0,Normal
2018-01-04 20:10:00,m_1935,90.66666666666669,Normal
2018-01-04 20:15:00,m_1935,91.5,Normal
2018-01-04 20:20:00,m_1935,90.6,Normal
2018-01-04 20:25:00,m_1935,90.0,Normal
2018-01-04 20:30:00,m_1935,90.4,Normal
2018-01-04 20:35:00,m_1935,90.33333333333331,Normal
2018-01-04 20:40:00,m_1935,92.0,Normal
2018-01-04 20:45:00,m_1935,93.75,Normal
2018-01-04 20:50:00,m_1935,92.33333333333331,Normal
2018-01-04 20:55:00,m_1935,93.5,Normal
2018-01-04 21:00:00,m_1935,95.0,Normal
2018-01-04 21:05:00,m_1935,95.4,Normal
2018-01-04 21:10:00,m_1935,93.0,Normal
2018-01-04 21:15:00,m_1935,95.85714285714286,Normal
2018-01-04 21:20:00,m_1935,93.0,Normal
2018-01-04 21:25:00,m_1935,93.0,Normal
2018-01-04 21:30:00,m_1935,94.0,Normal
2018-01-04 21:35:00,m_1935,95.25,Normal
2018-01-04 21:40:00,m_1935,96.25,Normal
2018-01-04 21:45:00,m_1935,96.25,Normal
2018-01-04 21:50:00,m_1935,95.75,Normal
2018-01-04 21:55:00,m_1935,92.28571428571428,Normal
2018-01-04 22:00:00,m_1935,94.2,Normal
2018-01-04 22:05:00,m_1935,93.83333333333331,Normal
2018-01-04 22:10:00,m_1935,92.6,Normal
2018-01-04 22:15:00,m_1935,92.33333333333331,Normal
2018-01-04 22:20:00,m_1935,93.25,Normal
2018-01-04 22:25:00,m_1935,93.0,Normal
2018-01-04 22:30:00,m_1935,92.5,Normal
2018-01-04 22:35:00,m_1935,95.0,Normal
2018-01-04 22:40:00,m_1935,94.2,Normal
2018-01-04 22:45:00,m_1935,93.5,Normal
2018-01-04 22:50:00,m_1935,94.33333333333331,Normal
2018-01-04 22:55:00,m_1935,95.33333333333331,Normal
2018-01-04 23:00:00,m_1935,95.8,Normal
2018-01-04 23:05:00,m_1935,94.33333333333331,Normal
2018-01-04 23:10:00,m_1935,96.0,Normal
2018-01-04 23:15:00,m_1935,95.0,Normal
2018-01-04 23:20:00,m_1935,94.66666666666669,Normal
2018-01-04 23:25:00,m_1935,95.0,Normal
2018-01-04 23:30:00,m_1935,95.75,Normal
2018-01-04 23:35:00,m_1935,92.66666666666669,Normal
2018-01-04 23:40:00,m_1935,92.5,Normal
2018-01-04 23:45:00,m_1935,92.75,Normal
2018-01-04 23:50:00,m_1935,94.0,Normal
2018-01-04 23:55:00,m_1935,94.66666666666669,Normal
2018-01-05 00:00:00,m_1935,94.5,Normal
2018-01-05 00:05:00,m_1935,95.0,Normal
2018-01-05 00:10:00,m_1935,94.66666666666669,Normal
2018-01-05 00:15:00,m_1935,96.0,Normal
2018-01-05 00:20:00,m_1935,96.5,Normal
2018-01-05 00:25:00,m_1935,91.5,Normal
2018-01-05 00:30:00,m_1935,92.8,Normal
2018-01-05 00:35:00,m_1935,91.0,Normal
2018-01-05 00:40:00,m_1935,92.5,Normal
2018-01-05 00:45:00,m_1935,92.66666666666669,Normal
2018-01-05 00:50:00,m_1935,91.42857142857143,Normal
2018-01-05 00:55:00,m_1935,89.33333333333331,Normal
2018-01-05 01:00:00,m_1935,96.66666666666669,Normal
2018-01-05 01:05:00,m_1935,95.5,Normal
2018-01-05 01:10:00,m_1935,93.4,Normal
2018-01-05 01:15:00,m_1935,89.66666666666669,Normal
2018-01-05 01:20:00,m_1935,96.0,Normal
2018-01-05 01:25:00,m_1935,92.5,Normal
2018-01-05 01:30:00,m_1935,87.66666666666669,Normal
2018-01-05 01:35:00,m_1935,87.83333333333331,Normal
2018-01-05 01:40:00,m_1935,88.66666666666669,Normal
2018-01-05 01:45:00,m_1935,90.2,Normal
2018-01-05 01:50:00,m_1935,90.66666666666669,Normal
2018-01-05 01:55:00,m_1935,90.5,Normal
2018-01-05 02:00:00,m_1935,92.0,Normal
2018-01-05 02:05:00,m_1935,91.4,Normal
2018-01-05 02:10:00,m_1935,90.4,Normal
2018-01-05 02:15:00,m_1935,92.2,Normal
2018-01-05 02:20:00,m_1935,91.0,Normal
2018-01-05 02:25:00,m_1935,91.0,Normal
2018-01-05 02:30:00,m_1935,89.66666666666669,Normal
2018-01-05 02:35:00,m_1935,88.375,Normal
2018-01-05 02:40:00,m_1935,88.66666666666669,Normal
2018-01-05 02:50:00,m_1935,94.2,Normal
2018-01-05 02:55:00,m_1935,94.0,Normal
2018-01-05 03:00:00,m_1935,93.5,Normal
2018-01-05 03:05:00,m_1935,95.4,Normal
2018-01-05 03:10:00,m_1935,96.0,Normal
2018-01-05 03:15:00,m_1935,92.0,Normal
2018-01-05 03:20:00,m_1935,91.0,Normal
2018-01-05 03:25:00,m_1935,91.0,Normal
2018-01-05 03:30:00,m_1935,90.66666666666669,Normal
2018-01-05 03:35:00,m_1935,91.0,Normal
2018-01-05 03:40:00,m_1935,88.5,Normal
2018-01-05 03:50:00,m_1935,94.4,Normal
2018-01-05 03:55:00,m_1935,92.25,Normal
2018-01-05 04:00:00,m_1935,92.5,Normal
2018-01-05 04:05:00,m_1935,94.0,Normal
2018-01-05 04:10:00,m_1935,89.5,Normal
2018-01-05 04:15:00,m_1935,91.33333333333331,Normal
2018-01-05 04:20:00,m_1935,89.5,Normal
2018-01-05 04:25:00,m_1935,93.2,Normal
2018-01-05 04:30:00,m_1935,94.0,Normal
2018-01-05 04:40:00,m_1935,93.0,Normal
2018-01-05 04:45:00,m_1935,94.75,Normal
2018-01-05 04:50:00,m_1935,93.66666666666669,Normal
2018-01-05 04:55:00,m_1935,95.66666666666669,Normal
2018-01-05 05:00:00,m_1935,92.0,Normal
2018-01-05 05:05:00,m_1935,92.66666666666669,Normal
2018-01-05 05:10:00,m_1935,92.0,Normal
2018-01-05 05:15:00,m_1935,92.0,Normal
2018-01-05 05:20:00,m_1935,89.0,Normal
2018-01-05 05:25:00,m_1935,92.0,Normal
2018-01-05 05:30:00,m_1935,96.4,Normal
2018-01-05 05:35:00,m_1935,96.0,Normal
2018-01-05 05:40:00,m_1935,95.25,Normal
2018-01-05 05:45:00,m_1935,92.33333333333331,Normal
2018-01-05 05:50:00,m_1935,88.0,Normal
2018-01-05 05:55:00,m_1935,95.0,Normal
2018-01-05 06:00:00,m_1935,92.0,Normal
2018-01-05 06:05:00,m_1935,93.2,Normal
2018-01-05 06:10:00,m_1935,91.0,Normal
2018-01-05 06:15:00,m_1935,90.625,Normal
2018-01-05 06:20:00,m_1935,90.33333333333331,Normal
2018-01-05 06:25:00,m_1935,94.5,Normal
2018-01-05 06:30:00,m_1935,93.0,Normal
2018-01-05 06:35:00,m_1935,93.33333333333331,Normal
2018-01-05 06:40:00,m_1935,94.33333333333331,Normal
2018-01-05 06:45:00,m_1935,94.0,Normal
2018-01-05 06:50:00,m_1935,94.0,Normal
2018-01-05 06:55:00,m_1935,94.5,Normal
2018-01-05 07:00:00,m_1935,94.5,Normal
2018-01-05 07:05:00,m_1935,93.0,Normal
2018-01-05 07:10:00,m_1935,91.0,Normal
2018-01-05 07:15:00,m_1935,94.33333333333331,Normal
2018-01-05 07:20:00,m_1935,95.8,Normal
2018-01-05 07:25:00,m_1935,90.33333333333331,Normal
2018-01-05 07:30:00,m_1935,89.5,Normal
2018-01-05 07:35:00,m_1935,90.2,Normal
